,Model Name,Network type,Dimensions,Sim,Display type,Display size,OS,RAM,CPU,Main Camera
340,Motorola Moto G5S Plus,GSM / HSPA / LTE,153.5 x 76.2 x 8 mm (6.04 x 3.00 x 0.31 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.3% screen-to-body ratio)","Android 7.1 (Nougat), upgradable to Android 8.1 (Oreo)","32GB 3GB RAM, 64GB 4GB RAM",Octa-core 2.0 GHz Cortex-A53,"13 MP, f/2.0, AF
13 MP, depth sensor"
341,Motorola Moto G5S,GSM / HSPA / LTE,150 x 73.5 x 9.5 mm (5.91 x 2.89 x 0.37 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~67.6% screen-to-body ratio)","Android 7.1 (Nougat), upgradable to Android 8.1 (Oreo)","32GB 3GB RAM, 32GB 4GB RAM",Octa-core 1.4 GHz Cortex-A53,"16 MP, f/2.0, PDAF"
342,Motorola Moto Z2 Force,GSM / HSPA / LTE,155.8 x 76 x 6.1 mm (6.13 x 2.99 x 0.24 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","P-OLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.4% screen-to-body ratio)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)","64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo),"12 MP, f/2.0, 1/2.9"", 1.25µm, PDAF, Laser AF
12 MP B/W, f/2.0, 1/2.9"", 1.25µm, PDAF, Laser AF"
343,Motorola Moto E4 Plus,GSM / HSPA / LTE,155 x 77.5 x 9.6 mm (6.10 x 3.05 x 0.38 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.4% screen-to-body ratio)",Android 7.1.1 (Nougat),"16GB 3GB RAM, 32GB 3GB RAM",Quad-core 1.3 GHz Cortex-A53,"13 MP, f/2.0, 1.12µm, AF"
344,Motorola Moto E4 Plus (USA),GSM / CDMA / HSPA / LTE,155 x 77.5 x 9.6 mm (6.10 x 3.05 x 0.38 in),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.4% screen-to-body ratio)",Android 7.1 (Nougat),"16GB 2GB RAM, 32GB 2GB RAM",Quad-core 1.4 GHz Cortex-A53,"13 MP, f/2.0, 1.12µm, AF"
345,Motorola Moto E4,GSM / HSPA / LTE,144.7 x 72.3 x 9.3 mm (5.70 x 2.85 x 0.37 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.9% screen-to-body ratio)",Android 7.1.1 (Nougat),16GB 2GB RAM,Quad-core 1.3 GHz Cortex-A53,"8 MP, f/2.2, 1.12µm, AF"
346,Motorola Moto E4 (USA),GSM / CDMA / HSPA / LTE,144.5 x 72 x 9.3 mm (5.69 x 2.83 x 0.37 in),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)",Android 7.1 (Nougat),16GB 2GB RAM,Quad-core 1.4 GHz Cortex-A53,"8 MP, f/2.2, 1.12µm, AF"
347,Motorola Moto Z2 Play,GSM / HSPA / LTE,156.2 x 76.2 x 6 mm (6.15 x 3.00 x 0.24 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.1% screen-to-body ratio)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)","32GB 3GB RAM, 64GB 4GB RAM",Octa-core 2.2 GHz Cortex-A53,"12 MP, f/1.7, 1/2.55"", 1.4µm, Dual Pixel PDAF, Laser AF"
348,Motorola Moto C Plus,GSM / HSPA / LTE,144 x 72.3 x 10 mm (5.67 x 2.85 x 0.39 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)",Android 7.0 (Nougat),"16GB 1GB RAM, 16GB 2GB RAM",Quad-core 1.3 GHz Cortex-A53,"8 MP, f/2.2, 1.12µm, AF"
349,Motorola Moto C,GSM / HSPA / LTE,145.5 x 73.6 x 9 mm (5.73 x 2.90 x 0.35 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.3% screen-to-body ratio)",Android 7.0 (Nougat),"8GB 1GB RAM, 16GB 1GB RAM",Quad-core 1.1 GHz Cortex-A53,"5 MP, 1.4µm"
350,Motorola Moto G5 Plus,GSM / CDMA / HSPA / EVDO / LTE,150.2 x 74 x 7.7 mm (5.91 x 2.91 x 0.30 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~67.1% screen-to-body ratio)","Android 7.0 (Nougat), upgradable to Android 8.1 (Oreo)","32GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM",Octa-core 2.0 GHz Cortex-A53,"12 MP, f/1.7, dual pixel PDAF"
351,Motorola Moto G5,GSM / HSPA / LTE,144.3 x 73 x 9.5 mm (5.68 x 2.87 x 0.37 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.4% screen-to-body ratio)","Android 7.0 (Nougat), upgradable to Android 8.1 (Oreo)","16GB 2GB RAM, 32GB 3GB RAM",Octa-core 1.4 GHz Cortex-A53,"13 MP, f/2.0, PDAF"
352,Motorola Moto M,GSM / CDMA / HSPA / LTE,151.4 x 75.4 x 7.9 mm (5.96 x 2.97 x 0.31 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~73.1% screen-to-body ratio)",Android 6.0.1 (Marshmallow),"32GB 3GB RAM, 64GB 4GB RAM",Octa-core 1.95 GHz Cortex-A53Octa-core 2.2 GHz Cortex-A53 - India,"16 MP, f/2.0, 1.0µm, PDAF"
353,Motorola Moto E3 Power,GSM / HSPA / LTE,143.8 x 71.6 x 9.6 mm (5.66 x 2.82 x 0.38 in),"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)",Android 6.0 (Marshmallow),16GB 2GB RAM,Quad-core 1.0 GHz Cortex-A53,"8 MP, AF"
354,Motorola Moto Z Play,GSM / CDMA / HSPA / LTE,156.4 x 76.4 x 7 mm (6.16 x 3.01 x 0.28 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm2 (~69.1% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",32GB 3GB RAM,Octa-core 2.0 GHz Cortex-A53,"16 MP, f/2.0, 1.3µm, PDAF, Laser AF"
355,Motorola Moto E3,GSM / HSPA / LTE,143.8 x 71.6 x 8.5 mm (5.66 x 2.82 x 0.33 in),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)",Android 6.0 (Marshmallow),8GB 1GB RAM,Quad-core 1.0 GHz Cortex-A53,"8 MP, AF"
356,Motorola Moto Z Force,GSM / CDMA / HSPA / EVDO / LTE,155.9 x 75.8 x 7 mm (6.14 x 2.98 x 0.28 in),Nano-SIM,"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.1 cm2 (~70.3% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)","32GB 4GB RAM, 64GB 4GB RAM",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"21 MP, f/1.8, 1.12µm, PDAF, Laser AF, OIS"
357,Motorola Moto Z,GSM / CDMA / HSPA / EVDO / LTE,153.3 x 75.3 x 5.2 mm (6.04 x 2.96 x 0.20 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.1 cm2 (~72.0% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)","32GB 4GB RAM, 64GB 4GB RAM",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo) - USAQuad-core (2x1.8 GHz Kryo & 2x1.6 GHz Kryo) - Global,"13 MP, f/1.8, Laser AF, OIS"
358,Motorola Moto G4 Plus,GSM / HSPA / LTE,153 x 76.6 x 9.8 mm (6.02 x 3.02 x 0.39 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.2% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)","16GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),"16 MP, f/2.0, PDAF, Laser AF"
359,Motorola Moto G4,GSM / CDMA / HSPA / LTE,153 x 76.6 x 9.8 mm (6.02 x 3.02 x 0.39 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.2% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)","16GB 2GB RAM, 32GB 2GB RAM",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),"13 MP, f/2.0, AF"
360,Motorola Moto G4 Play,GSM / HSPA / LTE,144.4 x 72 x 9.9 mm (5.69 x 2.83 x 0.39 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.3% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat)","8GB 1GB RAM, 16GB 2GB RAM",Quad-core 1.2 GHz Cortex-A53,"8 MP, f/2.2, AF"
361,Lenovo K10 Plus,GSM / CDMA / HSPA / LTE,-,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 95.0 cm2",Android 9.0 (Pie); ZUI 11,64GB 4GB RAM,Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),"13 MP, f/2.0, (wide), 1.12µm, PDAF
8 MP, 13mm, (ultrawide)
5 MP, f/2.2, depth sensor"
362,Lenovo K10 Note,GSM / CDMA / HSPA / LTE,156.6 x 74.3 x 7.9 mm (6.17 x 2.93 x 0.31 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm2 (~83.7% screen-to-body ratio)",Android 9.0 (Pie); ZUI 11,"64GB 4GB RAM, 128GB 6GB RAM",Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),"16 MP, f/1.8, PDAF
8 MP, f/2.4, (telephoto), PDAF, 2x optical zoom
2 MP, f/2.2, depth sensor"
363,Lenovo A6 Note,GSM / HSPA / LTE,154.7 x 72.9 x 9.2 mm (6.09 x 2.87 x 0.36 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.09 inches, 91.0 cm2 (~80.7% screen-to-body ratio)",Android 9.0 (Pie),"16GB 2GB RAM, 32GB 3GB RAM",Octa-core 2.0 GHz Cortex-A53,"13 MP, f/2.0, 1.12µm, AF
2 MP, f/2.4, depth sensor"
364,Lenovo Tab M8 (FHD),GSM / HSPA / LTE,199.1 x 121.8 x 8.2 mm (7.84 x 4.80 x 0.32 in),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~76.5% screen-to-body ratio)",Android 9.0 (Pie),"16GB 2GB RAM, 32GB 3GB RAM",Quad-core 2.0 GHz Cortex-A53,"13 MP, AF"
365,Lenovo Tab M8 (HD),GSM / HSPA / LTE,199.1 x 121.8 x 8.2 mm (7.84 x 4.80 x 0.32 in),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~76.5% screen-to-body ratio)",Android 9.0 (Pie),"16GB 2GB RAM, 32GB 3GB RAM",Quad-core 2.0 GHz Cortex-A53,"5 MP, AF"
366,Lenovo Tab M7,GSM / HSPA / LTE,176.3 x 102.9 x 8.3 mm (6.94 x 4.05 x 0.33 in),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~76.0% screen-to-body ratio)",Android 9.0 (Pie) - 2GB RAM; Android 9.0 Pie (Go edition) - 1GB RAM,"8GB 1GB RAM, 16GB 1GB RAM, 32GB 2GB RAM",Quad-core 1.3 GHz,2 MP
367,Lenovo Z6,GSM / CDMA / HSPA / LTE,157 x 74.5 x 8 mm (6.18 x 2.93 x 0.31 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~85.7% screen-to-body ratio)",Android 9.0 (Pie); ZUI 11,"64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),"24 MP, f/1.8, (wide), 1/2.8"", 0.9µm, PDAF
8 MP, f/2.4, (telephoto), PDAF, 2x optical zoom
5 MP, f/2.2, depth sensor"
368,Lenovo Z6 Pro 5G,GSM / CDMA / HSPA / LTE / 5G,157.5 x 74.6 x 8.7 mm (6.20 x 2.94 x 0.34 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~85.3% screen-to-body ratio)",Android 9.0 (Pie); ZUI 11,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 12GB RAM",Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF
8 MP, f/2.4, (telephoto), PDAF
16 MP, f/2.2, 12mm (ultrawide)
2 MP, f/1.8, 2.9µm, PDAF, OIS (dedicated video camera)
TOF 3D camera"
369,Lenovo Z6 Youth,GSM / CDMA / HSPA / LTE,156.6 x 74.3 x 7.9 mm (6.17 x 2.93 x 0.31 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm2 (~83.7% screen-to-body ratio)",Android 9.0 (Pie); ZUI 11,"64GB 4GB RAM, 128GB 6GB RAM",Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),"16 MP, f/1.8, PDAF
8 MP, f/2.4, (telephoto), PDAF, 2x optical zoom
5 MP, f/2.2, (wide)"
370,Lenovo Z6 Pro,GSM / CDMA / HSPA / LTE,157.5 x 74.6 x 8.7 mm (6.20 x 2.94 x 0.34 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~85.3% screen-to-body ratio)",Android 9.0 (Pie); ZUI 11.1,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 12GB RAM",Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"48 MP, f/1.8, 28mm (wide), 1/2"", 0.8µm, PDAF
8 MP, f/2.4, (telephoto), PDAF
16 MP, f/2.2, 12mm (ultrawide), AF
2 MP, f/1.8, 2.9µm, PDAF, OIS (dedicated video camera)
TOF 3D camera"
371,Lenovo K6 Enjoy,GSM / CDMA / HSPA / LTE,156.4 x 75 x 8 mm (6.16 x 2.95 x 0.31 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm2 (~82.3% screen-to-body ratio)",Android 9.0 (Pie),"64GB 4GB RAM, 128GB 4GB RAM",Octa-core 2.0 GHz Cortex-A53,"12 MP, PDAF
8 MP
5 MP, f/2.4, depth sensor"
372,Lenovo Tab V7,GSM / HSPA / LTE,177.9 x 86.5 x 7.9 mm (7.00 x 3.41 x 0.31 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.95 inches, 122.5 cm2 (~79.6% screen-to-body ratio)",Android 9.0 (Pie),"64GB 3GB RAM, 64GB 4GB RAM",Octa-core 1.8 GHz Cortex-A53,"13 MP, AF"
373,Lenovo S5 Pro GT,GSM / CDMA / HSPA / LTE,154.5 x 75.5 x 7.7 mm (6.08 x 2.97 x 0.30 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.9 cm2 (~83.0% screen-to-body ratio)",Android 8.1 (Oreo); ZUI 10,"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"12 MP, f/1.8, 1/2.9"", 1.25µm, PDAF
20 MP, f/2.6, 2x optical zoom"
374,Lenovo Z5s,GSM / CDMA / HSPA / LTE,156.7 x 74.5 x 7.9 mm (6.17 x 2.93 x 0.31 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm2 (~83.5% screen-to-body ratio)",Android 9.0 (Pie); ZUI 10,"64GB 4GB RAM, 128GB 6GB RAM",Octa-core 2.2 GHz Kryo 260,"16 MP, f/1.8, 26mm (wide), PDAF
8 MP, f/2.4, (telephoto), PDAF, 2x optical zoom
5 MP, f/2.4, depth sensor"
375,Lenovo Z5 Pro GT,GSM / CDMA / HSPA / LTE,155.1 x 73 x 9.3 mm (6.11 x 2.87 x 0.37 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~88.5% screen-to-body ratio)",Android 8.1 (Oreo); ZUI 10,"128GB 8GB RAM, 512GB 12GB RAM",Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"16 MP, f/1.8, 1/2.6"", 1.22µm, PDAF
24 MP, 1/2.8"", 0.9µm"
376,Lenovo Z5 Pro,GSM / CDMA / HSPA / LTE,155.1 x 73 x 9.3 mm (6.11 x 2.87 x 0.37 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~88.5% screen-to-body ratio)",Android 8.1 (Oreo); ZUI 10,"64GB 6GB RAM, 128GB 6GB RAM",Octa-core (2x2.2 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver),"16 MP, f/1.8, 1/2.6"", 1.22µm, PDAF
24 MP, 1/2.8"", 0.9µm"
377,Lenovo S5 Pro,GSM / CDMA / HSPA / LTE,154.5 x 75.5 x 7.7 mm (6.08 x 2.97 x 0.30 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.9 cm2 (~83.0% screen-to-body ratio)",Android 8.1 (Oreo); ZUI 5,"64GB 6GB RAM, 128GB 6GB RAM",Octa-core 1.8 GHz Kryo 260,"12 MP, f/1.8, 1/2.9"", 1.25µm, PDAF
20 MP, f/2.6, 2x optical zoom"
378,Lenovo K5 Pro,GSM / CDMA / HSPA / LTE,156 x 75 x 8 mm (6.14 x 2.95 x 0.31 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm2 (~79.1% screen-to-body ratio)",Android 8.1 (Oreo),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",Octa-core 1.8 GHz Kryo 260,"16 MP, f/2.0, PDAF
5 MP, depth sensor"
379,Lenovo K9,GSM / HSPA / LTE,153.8 x 72.9 x 8 mm (6.06 x 2.87 x 0.31 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~74.8% screen-to-body ratio)",Android 8.1 (Oreo),32GB 3GB RAM,Octa-core 2.0 GHz Cortex-A53,"13 MP, f/2.2, 1/3"", 1.12µm, PDAF
5 MP, f/2.4, 1.12µm, depth sensor"
380,Lenovo Z5,GSM / CDMA / HSPA / LTE,153 x 75.7 x 7.9 mm (6.02 x 2.98 x 0.31 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.9 cm2 (~83.6% screen-to-body ratio)",Android 8.1 (Oreo); ZUI 3.9,"64GB 6GB RAM, 128GB 6GB RAM",Octa-core 1.8 GHz Kryo 260,"16 MP, f/2.0, PDAF
8 MP"
381,Lenovo K5 Note (2018),GSM / HSPA / LTE,158.3 x 76.7 x 8.5 mm (6.23 x 3.02 x 0.33 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~76.5% screen-to-body ratio)",Android 8.0 (Oreo); ZUI 3.9,"32GB 3GB RAM, 64GB 4GB RAM",Octa-core 1.8 GHz Cortex-A53,"16 MP, f/2.0, PDAF
2 MP, f/2.4, depth sensor"
